Entity,Code,Year,Life expectancy at birth (historical),GDP per capita,417485-annotations,Population (historical estimates),Continent
Netherlands,NLD,1546,,2190.7307,,,
Netherlands,NLD,1547,,2721.034,,,
Netherlands,NLD,1548,,2614.9734,,,
Netherlands,NLD,1549,,2666.6667,,,
Netherlands,NLD,1550,,2884.1355,,,
Netherlands,NLD,1551,,2632.7986,,,
Netherlands,NLD,1552,,3045.4546,,,
Netherlands,NLD,1553,,2557.9324,,,
Netherlands,NLD,1554,,2741.533,,,
Netherlands,NLD,1555,,3078.4314,,,
Netherlands,NLD,1556,,3499.1086,,,
Netherlands,NLD,1557,,3218.36,,,
Netherlands,NLD,1558,,3295.9001,,,
Netherlands,NLD,1559,,2940.2852,,,
Netherlands,NLD,1560,,3083.779,,,
Netherlands,NLD,1561,,3457.2192,,,
Netherlands,NLD,1562,,3827.0945,,,
Netherlands,NLD,1563,,3490.196,,,
Netherlands,NLD,1564,,3520.499,,,
Netherlands,NLD,1565,,3655.9714,,,
Netherlands,NLD,1566,,3084.6702,,,
Netherlands,NLD,1567,,3965.2405,,,
Netherlands,NLD,1568,,4090.9092,,,
Netherlands,NLD,1569,,2434.0464,,,
Netherlands,NLD,1570,,2297.6826,,,
Netherlands,NLD,1571,,2456.328,,,
Netherlands,NLD,1572,,2056.1497,,,
Netherlands,NLD,1573,,2258.467,,,
Netherlands,NLD,1574,,2659.5366,,,
Netherlands,NLD,1575,,2924.2424,,,
Netherlands,NLD,1576,,2860.0713,,,
Netherlands,NLD,1577,,3838.681,,,
Netherlands,NLD,1578,,4064.1711,,,
Netherlands,NLD,1579,,3180.927,,,
Netherlands,NLD,1580,,3292.3352,,,
Netherlands,NLD,1581,,3433.155,,,
Netherlands,NLD,1582,,3567.736,,,
Netherlands,NLD,1583,,3432.264,,,
Netherlands,NLD,1584,,3886.8093,,,
Netherlands,NLD,1585,,3380.5703,,,
Netherlands,NLD,1586,,3450.089,,,
Netherlands,NLD,1587,,3987.5222,,,
Netherlands,NLD,1588,,3659.5366,,,
Netherlands,NLD,1589,,3982.1748,,,
Netherlands,NLD,1590,,4050.802,,,
Netherlands,NLD,1591,,3933.155,,,
Netherlands,NLD,1592,,3838.681,,,
Netherlands,NLD,1593,,3656.8628,,,
Netherlands,NLD,1594,,3887.7004,,,
Netherlands,NLD,1595,,4207.665,,,
Netherlands,NLD,1596,,4006.239,,,
Netherlands,NLD,1597,,4490.1963,,,
Netherlands,NLD,1598,,3957.2192,,,
Netherlands,NLD,1599,,4152.4062,,,
Netherlands,NLD,1600,,4270.0537,,1543184,
Netherlands,NLD,1601,,3790.5525,,,
Netherlands,NLD,1602,,3265.5972,,,
Netherlands,NLD,1603,,3849.3762,,,
Netherlands,NLD,1604,,3924.2424,,,
Netherlands,NLD,1605,,3278.075,,,
Netherlands,NLD,1606,,3622.1035,,,
Netherlands,NLD,1607,,3196.0784,,,
Netherlands,NLD,1608,,4798.574,,,
Netherlands,NLD,1609,,4054.3672,,,
Netherlands,NLD,1610,,3365.419,,,
Netherlands,NLD,1611,,3567.736,,,
Netherlands,NLD,1612,,3383.2441,,,
Netherlands,NLD,1613,,3217.4688,,,
Netherlands,NLD,1614,,3391.2656,,,
Netherlands,NLD,1615,,3064.1711,,,
Netherlands,NLD,1616,,3269.162,,,
Netherlands,NLD,1617,,3360.9626,,,
Netherlands,NLD,1618,,5117.647,,,
Netherlands,NLD,1619,,4620.321,,,
Netherlands,NLD,1620,,3492.8699,,,
Netherlands,NLD,1621,,4185.3833,,,
Netherlands,NLD,1622,,4450.9805,,,
Netherlands,NLD,1623,,3940.2852,,,
Netherlands,NLD,1624,,3659.5366,,,
Netherlands,NLD,1625,,3312.8342,,,
Netherlands,NLD,1626,,4233.5117,,,
Netherlands,NLD,1627,,3380.5703,,,
Netherlands,NLD,1628,,3441.1765,,,
Netherlands,NLD,1629,,3287.879,,,
Netherlands,NLD,1630,,3197.861,,,
Netherlands,NLD,1631,,4188.057,,,
Netherlands,NLD,1632,,3853.8325,,,
Netherlands,NLD,1633,,4184.492,,,
Netherlands,NLD,1634,,4006.239,,,
Netherlands,NLD,1635,,4372.549,,,
Netherlands,NLD,1636,,4093.583,,,
Netherlands,NLD,1637,,3502.6738,,,
Netherlands,NLD,1638,,3916.221,,,
Netherlands,NLD,1639,,3852.0498,,,
Netherlands,NLD,1640,,3532.0857,,,
Netherlands,NLD,1641,,3919.7861,,,
Netherlands,NLD,1642,,4047.237,,,
Netherlands,NLD,1643,,3913.547,,,
Netherlands,NLD,1644,,4307.487,,,
Netherlands,NLD,1645,,3952.763,,,
Netherlands,NLD,1646,,3878.7878,,,
Netherlands,NLD,1647,,3964.3494,,,
Netherlands,NLD,1648,,4202.3174,,,
Netherlands,NLD,1649,,4055.2585,,,
Netherlands,NLD,1650,,4316.3994,,,
Netherlands,NLD,1651,,3987.5222,,,
Netherlands,NLD,1652,,3392.157,,,
Netherlands,NLD,1653,,3630.1248,,,
Netherlands,NLD,1654,,3420.6775,,,
Netherlands,NLD,1655,,3524.9553,,,
Netherlands,NLD,1656,,3349.3762,,,
Netherlands,NLD,1657,,3033.8682,,,
Netherlands,NLD,1658,,3070.41,,,
Netherlands,NLD,1659,,3097.148,,,
Netherlands,NLD,1660,,3168.4492,,,
Netherlands,NLD,1661,,3172.9055,,,
Netherlands,NLD,1662,,3561.4973,,,
Netherlands,NLD,1663,,3811.0518,,,
Netherlands,NLD,1664,,3411.7646,,,
Netherlands,NLD,1665,,3265.5972,,,
Netherlands,NLD,1666,,3176.4707,,,
Netherlands,NLD,1667,,3401.9607,,,
Netherlands,NLD,1668,,3671.123,,,
Netherlands,NLD,1669,,3448.3066,,,
Netherlands,NLD,1670,,3475.9358,,,
Netherlands,NLD,1671,,3235.2942,,,
Netherlands,NLD,1672,,2923.3513,,,
Netherlands,NLD,1673,,3171.123,,,
Netherlands,NLD,1674,,3522.2815,,,
Netherlands,NLD,1675,,3472.3708,,,
Netherlands,NLD,1676,,3409.0908,,,
Netherlands,NLD,1677,,3144.385,,,
Netherlands,NLD,1678,,3385.0266,,,
Netherlands,NLD,1679,,3208.5562,,,
Netherlands,NLD,1680,,3549.0195,,,
Netherlands,NLD,1681,,3376.114,,,
Netherlands,NLD,1682,,3368.984,,,
Netherlands,NLD,1683,,3346.7024,,,
Netherlands,NLD,1684,,3290.5525,,,
Netherlands,NLD,1685,,3609.6257,,,
Netherlands,NLD,1686,,3684.492,,,
Netherlands,NLD,1687,,3630.1248,,,
Netherlands,NLD,1688,,3817.2905,,,
Netherlands,NLD,1689,,3741.533,,,
Netherlands,NLD,1690,,3915.3298,,,
Netherlands,NLD,1691,,3840.4634,,,
Netherlands,NLD,1692,,3653.2976,,,
Netherlands,NLD,1693,,4092.6917,,,
Netherlands,NLD,1694,,3673.7969,,,
Netherlands,NLD,1695,,3786.0962,,,
Netherlands,NLD,1696,,3429.59,,,
Netherlands,NLD,1697,,3653.2976,,,
Netherlands,NLD,1698,,3612.2996,,,
Netherlands,NLD,1699,,3967.9143,,,
Netherlands,NLD,1700,,3377.0054,,2000000,
Netherlands,NLD,1701,,3745.9893,,,
Netherlands,NLD,1702,,4270.945,,,
Netherlands,NLD,1703,,3342.246,,,
Netherlands,NLD,1704,,3580.2139,,,
Netherlands,NLD,1705,,4224.599,,,
Netherlands,NLD,1706,,3912.656,,,
Netherlands,NLD,1707,,4073.975,,,
Netherlands,NLD,1708,,3879.6792,,,
Netherlands,NLD,1709,,4131.016,,,
Netherlands,NLD,1710,,4221.9253,,2032668,
Netherlands,NLD,1711,,3957.2192,,,
Netherlands,NLD,1712,,4064.1711,,,
Netherlands,NLD,1713,,4254.902,,,
Netherlands,NLD,1714,,4165.7754,,,
Netherlands,NLD,1715,,3793.2263,,,
Netherlands,NLD,1716,,3406.417,,,
Netherlands,NLD,1717,,3663.1016,,,
Netherlands,NLD,1718,,3778.075,,,
Netherlands,NLD,1719,,3451.8716,,,
Netherlands,NLD,1720,,3516.0427,,2065333,
Netherlands,NLD,1721,,3409.0908,,,
Netherlands,NLD,1722,,3397.5044,,,
Netherlands,NLD,1723,,3539.2158,,,
Netherlands,NLD,1724,,3591.8003,,,
Netherlands,NLD,1725,,3721.034,,,
Netherlands,NLD,1726,,3817.2905,,,
Netherlands,NLD,1727,,3762.032,,,
Netherlands,NLD,1728,,3776.2922,,,
Netherlands,NLD,1729,,3960.7842,,,
Netherlands,NLD,1730,,3693.4045,,2098000,
Netherlands,NLD,1731,,3518.7166,,,
Netherlands,NLD,1732,,3540.9983,,,
Netherlands,NLD,1733,,3523.1729,,,
Netherlands,NLD,1734,,3643.494,,,
Netherlands,NLD,1735,,3639.0374,,,
Netherlands,NLD,1736,,3507.1301,,,
Netherlands,NLD,1737,,3463.458,,,
Netherlands,NLD,1738,,3490.196,,,
Netherlands,NLD,1739,,3491.9785,,,
Netherlands,NLD,1740,,3465.2405,,2130666,
Netherlands,NLD,1741,,3441.1765,,,
Netherlands,NLD,1742,,3650.6238,,,
Netherlands,NLD,1743,,3701.426,,,
Netherlands,NLD,1744,,4132.799,,,
Netherlands,NLD,1745,,3601.6042,,,
Netherlands,NLD,1746,,3976.8271,,,
Netherlands,NLD,1747,,4557.041,,,
Netherlands,NLD,1748,,4393.0483,,,
Netherlands,NLD,1749,,3844.92,,,
Netherlands,NLD,1750,,3777.1836,,2163334,
Netherlands,NLD,1751,,4046.3457,,,
Netherlands,NLD,1752,,3885.0266,,,
Netherlands,NLD,1753,,4217.4688,,,
Netherlands,NLD,1754,,4048.1284,,,
Netherlands,NLD,1755,,3920.6775,,,
Netherlands,NLD,1756,,3578.4314,,,
Netherlands,NLD,1757,,3984.8484,,,
Netherlands,NLD,1758,,3887.7004,,,
Netherlands,NLD,1759,,3786.0962,,,
Netherlands,NLD,1760,,3963.458,,2196000,
Netherlands,NLD,1761,,3975.9358,,,
Netherlands,NLD,1762,,4032.9768,,,
Netherlands,NLD,1763,,4311.943,,,
Netherlands,NLD,1764,,4327.0947,,,
Netherlands,NLD,1765,,4880.5703,,,
Netherlands,NLD,1766,,4359.18,,,
Netherlands,NLD,1767,,4188.057,,,
Netherlands,NLD,1768,,4307.487,,,
Netherlands,NLD,1769,,4553.476,,,
Netherlands,NLD,1770,,4340.4634,,2228666,
Netherlands,NLD,1771,,4721.0337,,,
Netherlands,NLD,1772,,4799.4653,,,
Netherlands,NLD,1773,,4561.497,,,
Netherlands,NLD,1774,,4573.084,,,
Netherlands,NLD,1775,,4485.7397,,,
Netherlands,NLD,1776,,4431.3726,,,
Netherlands,NLD,1777,,4578.4316,,,
Netherlands,NLD,1778,,4497.326,,,
Netherlands,NLD,1779,,4254.0107,,,
Netherlands,NLD,1780,,4552.5845,,2261332,
Netherlands,NLD,1781,,4108.7344,,,
Netherlands,NLD,1782,,4336.8984,,,
Netherlands,NLD,1783,,4195.187,,,
Netherlands,NLD,1784,,4213.0127,,,
Netherlands,NLD,1785,,4169.3403,,,
Netherlands,NLD,1786,,3768.271,,,
Netherlands,NLD,1787,,3950.9805,,,
Netherlands,NLD,1788,,3726.3816,,,
Netherlands,NLD,1789,,3876.114,,,
Netherlands,NLD,1790,,4198.7524,,2294000,
Netherlands,NLD,1791,,4246.8804,,,
Netherlands,NLD,1792,,4398.3955,,,
Netherlands,NLD,1793,,4480.392,,,
Netherlands,NLD,1794,,4665.7754,,,
Netherlands,NLD,1795,,3846.7024,,,
Netherlands,NLD,1796,,4506.239,,,
Netherlands,NLD,1797,,4661.3193,,,
Netherlands,NLD,1798,,4725.49,,,
Netherlands,NLD,1799,,4332.442,,,
Netherlands,NLD,1800,,4184.492,,2000000,
Netherlands,NLD,1801,,4110.517,,2004651,
Netherlands,NLD,1802,,4337.7896,,2009313,
Netherlands,NLD,1803,,4244.207,,2013986,
Netherlands,NLD,1804,,4445.633,,2018669,
Netherlands,NLD,1805,,4184.492,,2023364,
Netherlands,NLD,1806,,4215.6865,,2028069,
Netherlands,NLD,1807,,3862.745,,2032785,
Netherlands,NLD,1808,,2632,,2037512,
Netherlands,NLD,1815,,3011,,2185700,
Netherlands,NLD,1816,,2869,,2214472,
Netherlands,NLD,1817,,2898,,2243623,
Netherlands,NLD,1818,,2942,,2273158,
Netherlands,NLD,1819,,2807,,2302618,
Netherlands,NLD,1820,,3006,,2331997,
Netherlands,NLD,1821,,2947,,2361287,
Netherlands,NLD,1822,,2974,,2390482,
Netherlands,NLD,1823,,3121,,2419575,
Netherlands,NLD,1824,,3100,,2449022,
Netherlands,NLD,1825,,3022,,2478828,
Netherlands,NLD,1826,,3068,,2508996,
Netherlands,NLD,1827,,3250,,2539531,
Netherlands,NLD,1828,,3319,,2570438,
Netherlands,NLD,1829,,3325,,2600166,
Netherlands,NLD,1830,,3038,,2628686,
Netherlands,NLD,1831,,3264,,2655969,
Netherlands,NLD,1832,,3417,,2681986,
Netherlands,NLD,1833,,3341,,2706706,
Netherlands,NLD,1834,,3370,,2731653,
Netherlands,NLD,1835,,3360,,2756831,
Netherlands,NLD,1836,,3472,,2782241,
Netherlands,NLD,1837,,3553,,2807885,
Netherlands,NLD,1838,,3590,,2833765,
Netherlands,NLD,1839,,3588,,2858669,
Netherlands,NLD,1840,,3623,,2882581,
Netherlands,NLD,1841,,3658,,2905482,
Netherlands,NLD,1842,,3569,,2927353,
Netherlands,NLD,1843,,3507,,2948178,
Netherlands,NLD,1844,,3540,,2969150,
Netherlands,NLD,1845,,3515,,2990272,
Netherlands,NLD,1846,,3521,,3011544,
Netherlands,NLD,1847,,3545,,3032967,
Netherlands,NLD,1848,,3602,,3054543,
Netherlands,NLD,1849,,3709,,3076130,
Netherlands,NLD,-10000,,,,1220,
Netherlands,NLD,-9000,,,,1355,
Netherlands,NLD,-8000,,,,1506,
Netherlands,NLD,-7000,,,,1673,
Netherlands,NLD,-6000,,,,3347,
Netherlands,NLD,-5000,,,,6695,
Netherlands,NLD,-4000,,,,13391,
Netherlands,NLD,-3000,,,,26782,
Netherlands,NLD,-2000,,,,53565,
Netherlands,NLD,-1000,,,,107131,
Netherlands,NLD,0,,,,214262,
Netherlands,NLD,100,,,,204059,
Netherlands,NLD,200,,,,194342,
Netherlands,NLD,300,,,,185087,
Netherlands,NLD,400,,,,176273,
Netherlands,NLD,500,,,,167879,
Netherlands,NLD,600,,,,159885,
Netherlands,NLD,700,,,,152271,
Netherlands,NLD,800,,,,258084,
Netherlands,NLD,900,,,,335465,
Netherlands,NLD,1000,,,,369012,
Netherlands,NLD,1100,,,,442815,
Netherlands,NLD,1200,,,,498167,
Netherlands,NLD,1300,,,,881372,
Netherlands,NLD,1809,,,,2042251,
Netherlands,NLD,1810,,,,2060391,
Netherlands,NLD,1811,,,,2078671,
Netherlands,NLD,1812,,,,2101607,
Netherlands,NLD,1813,,,,2129272,
Netherlands,NLD,1814,,,,2157302,
Netherlands Antilles,ANT,200,,,,0,
Netherlands Antilles,ANT,300,,,,0,
Netherlands Antilles,ANT,400,,,,0,
Netherlands Antilles,ANT,500,,,,1,
Netherlands Antilles,ANT,600,,,,3,
Netherlands Antilles,ANT,700,,,,7,
Netherlands Antilles,ANT,800,,,,15,
Netherlands Antilles,ANT,900,,,,30,
Netherlands Antilles,ANT,1000,,,,60,
Netherlands Antilles,ANT,1100,,,,121,
Netherlands Antilles,ANT,1200,,,,242,
Netherlands Antilles,ANT,1300,,,,484,
Netherlands Antilles,ANT,1400,,,,969,
Netherlands Antilles,ANT,1500,,,,1939,
Netherlands Antilles,ANT,1600,,,,3878,
Netherlands Antilles,ANT,1700,,,,7757,
Netherlands Antilles,ANT,1710,,,,8393,
Netherlands Antilles,ANT,1720,,,,9081,
Netherlands Antilles,ANT,1730,,,,9825,
Netherlands Antilles,ANT,1740,,,,10631,
Netherlands Antilles,ANT,1750,,,,11502,
Netherlands Antilles,ANT,1760,,,,12445,
Netherlands Antilles,ANT,1770,,,,13465,
Netherlands Antilles,ANT,1780,,,,14569,
Netherlands Antilles,ANT,1790,,,,15763,
Netherlands Antilles,ANT,1800,,,,17055,
Netherlands Antilles,ANT,1810,,,,18453,
Netherlands Antilles,ANT,1820,,,,19068,
Netherlands Antilles,ANT,1830,,,,19704,
Netherlands Antilles,ANT,1840,,,,20361,
Netherlands Antilles,ANT,1850,,,,21040,
Netherlands Antilles,ANT,1860,,,,25266,
Netherlands Antilles,ANT,1870,,,,27500,
Netherlands Antilles,ANT,1880,,,,32100,
Netherlands Antilles,ANT,1890,,,,35071,
Netherlands Antilles,ANT,1900,,,,38500,
Netherlands Antilles,ANT,1910,,,,41580,
Netherlands Antilles,ANT,1920,,,,42875,
Netherlands Antilles,ANT,1930,,,,51846,
Netherlands Antilles,ANT,1940,,,,73986,
Netherlands Antilles,ANT,1950,,,,173364,
Netherlands Antilles,ANT,1960,,,,208884,
Netherlands Antilles,ANT,1970,,,,246870,
Netherlands Antilles,ANT,1980,,,,269526,
Netherlands Antilles,ANT,1990,,,,295861,
Netherlands Antilles,ANT,2000,,,,280398,
Netherlands Antilles,ANT,2001,,,,283512,
Netherlands Antilles,ANT,2002,,,,286625,
Netherlands Antilles,ANT,2003,,,,289739,
Netherlands Antilles,ANT,2004,,,,292853,
Netherlands Antilles,ANT,2005,,,,295966,
Netherlands Antilles,ANT,2006,,,,299080,
Netherlands Antilles,ANT,2007,,,,302193,
Netherlands Antilles,ANT,2008,,,,305307,
Netherlands Antilles,ANT,2009,,,,308420,
Netherlands Antilles,ANT,2010,,,,311534,
Netherlands Antilles,ANT,2011,,,,312928,
Netherlands Antilles,ANT,2012,,,,314322,
Netherlands Antilles,ANT,2013,,,,315716,
Netherlands Antilles,ANT,2014,,,,317110,
Netherlands Antilles,ANT,2015,,,,318504,North America
Netherlands Antilles,ANT,2016,,,,319898,
Netherlands Antilles,ANT,2017,,,,321292,
New Caledonia,NCL,1950,48.6,,,63884,
New Caledonia,NCL,1951,49.1,,,64964,
New Caledonia,NCL,1952,50,,,66112,
New Caledonia,NCL,1953,50.7,,,67331,
New Caledonia,NCL,1954,51.5,,,68629,
New Caledonia,NCL,1955,52.1,,,69998,
New Caledonia,NCL,1956,52.9,,,71615,
New Caledonia,NCL,1957,53.5,,,73681,
New Caledonia,NCL,1958,54.2,,,76064,
New Caledonia,NCL,1959,54.8,,,78588,
New Caledonia,NCL,1960,55.4,,,81258,
New Caledonia,NCL,1961,56,,,84045,
New Caledonia,NCL,1962,56.5,,,86897,
New Caledonia,NCL,1963,57.1,,,89642,
New Caledonia,NCL,1964,57.6,,,92246,
New Caledonia,NCL,1965,58.2,,,94818,
New Caledonia,NCL,1966,58.8,,,97462,
New Caledonia,NCL,1967,59.4,,,100213,
New Caledonia,NCL,1968,59.9,,,103173,
New Caledonia,NCL,1969,60.5,,,106712,
New Caledonia,NCL,1970,61.1,,,111000,
New Caledonia,NCL,1971,61.6,,,115810,
New Caledonia,NCL,1972,62.1,,,120882,
New Caledonia,NCL,1973,62.7,,,126128,
New Caledonia,NCL,1974,63.2,,,131487,
New Caledonia,NCL,1975,63.4,,,136612,
New Caledonia,NCL,1976,63.9,,,140687,
New Caledonia,NCL,1977,64.3,,,143377,
New Caledonia,NCL,1978,64.9,,,145273,
New Caledonia,NCL,1979,65.5,,,146963,
New Caledonia,NCL,1980,65.9,,,148611,
New Caledonia,NCL,1981,66.4,,,150242,
New Caledonia,NCL,1982,66.9,,,151982,
New Caledonia,NCL,1983,67.4,,,154116,
New Caledonia,NCL,1984,68.1,,,156763,
New Caledonia,NCL,1985,68.6,,,159718,
New Caledonia,NCL,1986,68.7,,,162808,
New Caledonia,NCL,1987,68.9,,,166074,
New Caledonia,NCL,1988,69,,,169492,
New Caledonia,NCL,1989,69,,,173170,
New Caledonia,NCL,1990,69.5,,,177280,
New Caledonia,NCL,1991,69.4,,,181731,
New Caledonia,NCL,1992,69.6,,,186281,
New Caledonia,NCL,1993,70.3,,,190793,
New Caledonia,NCL,1994,70.2,,,195277,
New Caledonia,NCL,1995,70.7,,,199717,
New Caledonia,NCL,1996,70.9,,,204101,
New Caledonia,NCL,1997,71.2,,,208431,
New Caledonia,NCL,1998,73.1,,,212771,
New Caledonia,NCL,1999,73.6,,,217134,
New Caledonia,NCL,2000,74.6,,,221548,
New Caledonia,NCL,2001,75.2,,,225999,
New Caledonia,NCL,2002,75.6,,,230410,
New Caledonia,NCL,2003,76.1,,,234693,
New Caledonia,NCL,2004,76.5,,,238656,
New Caledonia,NCL,2005,76.7,,,242147,
New Caledonia,NCL,2006,77,,,245647,
New Caledonia,NCL,2007,77.3,,,249378,
New Caledonia,NCL,2008,77.6,,,253090,
New Caledonia,NCL,2009,77.9,,,256988,
New Caledonia,NCL,2010,78.2,,,261435,
New Caledonia,NCL,2011,78.7,,,266312,
New Caledonia,NCL,2012,79.2,,,271315,
New Caledonia,NCL,2013,79.6,,,276404,
New Caledonia,NCL,2014,79.2,,,280805,
New Caledonia,NCL,2015,78.6,,,283041,Oceania
New Caledonia,NCL,2016,79,,,283753,
New Caledonia,NCL,2017,79.5,,,284358,
New Caledonia,NCL,2018,79.9,,,284887,
New Caledonia,NCL,2019,80.4,,,285374,
New Caledonia,NCL,2020,80.8,,,286412,
New Caledonia,NCL,2021,79,,,287809,
New Caledonia,NCL,-10000,,,,3,
New Caledonia,NCL,-9000,,,,6,
New Caledonia,NCL,-8000,,,,13,
New Caledonia,NCL,-7000,,,,27,
New Caledonia,NCL,-6000,,,,55,
New Caledonia,NCL,-5000,,,,111,
New Caledonia,NCL,-4000,,,,223,
New Caledonia,NCL,-3000,,,,447,
New Caledonia,NCL,-2000,,,,894,
New Caledonia,NCL,-1000,,,,1789,
New Caledonia,NCL,0,,,,3579,
New Caledonia,NCL,100,,,,3977,
New Caledonia,NCL,200,,,,4419,
New Caledonia,NCL,300,,,,4910,
New Caledonia,NCL,400,,,,5455,
New Caledonia,NCL,500,,,,6061,
New Caledonia,NCL,600,,,,6735,
New Caledonia,NCL,700,,,,7483,
New Caledonia,NCL,800,,,,8315,
New Caledonia,NCL,900,,,,9239,
New Caledonia,NCL,1000,,,,10265,
New Caledonia,NCL,1100,,,,11406,
New Caledonia,NCL,1200,,,,12673,
New Caledonia,NCL,1300,,,,14081,
New Caledonia,NCL,1400,,,,15646,
New Caledonia,NCL,1500,,,,17385,
New Caledonia,NCL,1600,,,,19316,
New Caledonia,NCL,1700,,,,21463,
New Caledonia,NCL,1710,,,,22592,
New Caledonia,NCL,1720,,,,23781,
New Caledonia,NCL,1730,,,,25033,
New Caledonia,NCL,1740,,,,26351,
New Caledonia,NCL,1750,,,,27737,
New Caledonia,NCL,1760,,,,29197,
New Caledonia,NCL,1770,,,,30734,
New Caledonia,NCL,1780,,,,32352,
New Caledonia,NCL,1790,,,,34054,
New Caledonia,NCL,1800,,,,35847,
New Caledonia,NCL,1810,,,,37733,
New Caledonia,NCL,1820,,,,39830,
New Caledonia,NCL,1830,,,,42043,
New Caledonia,NCL,1840,,,,44378,
New Caledonia,NCL,1850,,,,46844,
New Caledonia,NCL,1860,,,,49446,
New Caledonia,NCL,1870,,,,51151,
New Caledonia,NCL,1880,,,,52915,
New Caledonia,NCL,1890,,,,54740,
New Caledonia,NCL,1900,,,,56627,
New Caledonia,NCL,1910,,,,58580,
New Caledonia,NCL,1920,,,,60082,
New Caledonia,NCL,1930,,,,61623,
New Caledonia,NCL,1940,,,,63203,
New Zealand,NZL,1948,68.82,11045,,1842919,
New Zealand,NZL,1949,68.95,11988,,1873969,
New Zealand,NZL,1950,69.3,13479,,1911611,
New Zealand,NZL,1951,69.1,12199,,1952129,
New Zealand,NZL,1952,69.4,12427,,1998954,
New Zealand,NZL,1953,70.2,12522,,2048963,
New Zealand,NZL,1954,70.3,13936,,2096338,
New Zealand,NZL,1955,70.5,13908,,2140979,
New Zealand,NZL,1956,70.7,14346,,2186348,
New Zealand,NZL,1957,70.3,14418,,2235324,
New Zealand,NZL,1958,70.9,14641,,2286562,
New Zealand,NZL,1959,70.8,15350,,2335013,
New Zealand,NZL,1960,71.2,15087,,2381191,
New Zealand,NZL,1961,70.9,15533,,2431619,
New Zealand,NZL,1962,71.2,15511,,2486311,
New Zealand,NZL,1963,71.3,16150,,2540032,
New Zealand,NZL,1964,71.3,16606,,2590656,
New Zealand,NZL,1965,71.2,17341,,2638319,
New Zealand,NZL,1966,71.1,18111,,2684362,
New Zealand,NZL,1967,71.4,17027,,2725199,
New Zealand,NZL,1968,71.1,16809,,2756420,
New Zealand,NZL,1969,71.5,18348,,2786359,
New Zealand,NZL,1970,71.2,17835,,2824068,
New Zealand,NZL,1971,71.7,18452,,2868891,
New Zealand,NZL,1972,71.8,18889,,2920886,
New Zealand,NZL,1973,71.7,19804,,2980643,
New Zealand,NZL,1974,71.9,20529,,3042806,
New Zealand,NZL,1975,72.2,19907,,3095434,
New Zealand,NZL,1976,72.4,20161,,3127819,
New Zealand,NZL,1977,72.1,19110,,3141172,
New Zealand,NZL,1978,73,19182,,3143303,
New Zealand,NZL,1979,73.1,19580,,3142535,
New Zealand,NZL,1980,72.9,19681,,3147166,
New Zealand,NZL,1981,73.6,20537,,3160621,
New Zealand,NZL,1982,73.7,20715,,3185723,
New Zealand,NZL,1983,73.8,21015,,3219831,
New Zealand,NZL,1984,74.4,21783,,3250341,
New Zealand,NZL,1985,73.9,21780,,3268360,
New Zealand,NZL,1986,74.1,22124,,3281673,
New Zealand,NZL,1987,74.2,22142,,3299449,
New Zealand,NZL,1988,74.5,22022,,3316005,
New Zealand,NZL,1989,74.9,22107,,3333753,
New Zealand,NZL,1990,75.4,21817,,3397388,
New Zealand,NZL,1991,76.1,21125.895,,3481606,
New Zealand,NZL,1992,76.2,21093.06,,3532568,
New Zealand,NZL,1993,76.5,21897.676,,3573739,
New Zealand,NZL,1994,76.9,23076.857,,3620893,
New Zealand,NZL,1995,76.8,23751.902,,3673899,
New Zealand,NZL,1996,76.8,24321.248,,3728460,
New Zealand,NZL,1997,77.3,24802.129,,3775853,
New Zealand,NZL,1998,78.2,24861.416,,3810047,
New Zealand,NZL,1999,77.9,25867.992,,3833496,
New Zealand,NZL,2000,78.7,26823.018,,3855266,
New Zealand,NZL,2001,78.7,27167.318,,3889587,
New Zealand,NZL,2002,78.9,28065.855,,3948582,
New Zealand,NZL,2003,79.2,28876.287,,4019944,
New Zealand,NZL,2004,79.4,29806.734,,4081415,
New Zealand,NZL,2005,80.1,30270.248,,4132782,
New Zealand,NZL,2006,80,30798.63,,4179986,
New Zealand,NZL,2007,80.2,31784.441,,4221495,
New Zealand,NZL,2008,80.3,31444.633,,4260235,
New Zealand,NZL,2009,80.6,31233.076,,4302884,
New Zealand,NZL,2010,81.1,31586.09,,4346345,
New Zealand,NZL,2011,80.9,32057,,4381274,
New Zealand,NZL,2012,81.2,32674,,4410285,
New Zealand,NZL,2013,81.7,32989,,4450641,
New Zealand,NZL,2014,81.8,33339,,4514198,
New Zealand,NZL,2015,82,33696,,4590591,Oceania
New Zealand,NZL,2016,82.1,34295,,4668088,
New Zealand,NZL,2017,82.2,34875.95,,4746253,
New Zealand,NZL,2018,82.4,35336.137,,4838528,
New Zealand,NZL,2019,82.6,,,4959033,
New Zealand,NZL,2020,82.7,,,5061130,
New Zealand,NZL,2021,82.5,,,5129730,
New Zealand,NZL,1820,,826,,102141,
New Zealand,NZL,1850,,1824,,90807,
New Zealand,NZL,1860,,3526,,135668,
New Zealand,NZL,1870,,4941,,288338,
New Zealand,NZL,1871,,5029,,307876,
New Zealand,NZL,1872,,5616,,327464,
New Zealand,NZL,1873,,6107,,347014,
New Zealand,NZL,1874,,6126,,367731,
New Zealand,NZL,1875,,5879,,389684,
New Zealand,NZL,1876,,5775,,412949,
New Zealand,NZL,1877,,6347,,437602,
New Zealand,NZL,1878,,6808,,463727,
